week,geo,impression_tiktok,impression_tv,impression_outdoor1,impression_google,impression_facebook,impression_outdoor2,impression_organic,market_share,cost_tiktok,cost_tv,cost_outdoor1,cost_google,cost_facebook,cost_outdoor2,conversions,revenue,population
2021-09-27,Geo8,0,518000,690000,1228634,1343171,,387416,0.03737750873967948,0E-9,4998.863000000,5127.731400000,9574.549000000,10465.870000000,10827.868355046956,5500338.000000000,110396.942977044,301630.440000000
2021-08-09,Geo8,976406,470000,508000,1921855,656684,,588530,0.052638418171668894,7159.715000000,4529.672400000,3776.031700000,14976.709000000,5116.823700000,8245.692144005223,6840982.000000000,137510.921231100,301630.440000000
2022-08-29,Geo8,1520290,109000,435000,1418510,1189242,,999667,0.07638927811318215,11147.866000000,1052.446500000,3235.112500000,11054.222000000,9266.469000000,6000.6233339815335,10000633.000000000,200481.719689599,301630.440000000
2021-06-28,Geo8,43164,473000,150000,866863,927447,,241444,0.02801156328196225,316.509640000,4560.052000000,1116.697000000,6755.325000000,7226.585000000,2170.035176438102,4378895.000000000,87068.993580890,301630.440000000
2023-12-11,Geo9,50031,597000,913000,2082298,75726,,198492,0.06550926403291893,366.863460000,5757.830000000,6781.134300000,16227.016000000,590.050300000,12782.310928152501,15290744.000000000,307360.315496080,513695.220000000
2024-01-15,Geo9,810417,135000,903000,2740408,970497,,1167460,0.039064005451504104,5942.563500000,1298.336500000,6712.517600000,21355.562000000,7562.027000000,12640.467492121697,10481814.000000000,211033.663033410,513695.220000000
2023-08-28,Geo9,886693,788000,637000,2055885,1168530,,603145,0.053241519252529915,6501.874500000,7599.006300000,4733.848000000,16021.184000000,9105.082000000,9529.634869971693,12233963.000000000,245674.113637197,513695.220000000
2023-08-21,Geo9,854753,470000,18000,1800674,1117830,,484001,0.031632891952707215,6267.667000000,4535.524400000,136.892490000,14032.365000000,8710.033000000,299.9214220472415,9320978.000000000,185167.845864380,513695.220000000
2021-10-11,Geo9,1337204,1974000,658000,2152976,2731431,,2353917,0.033236672834640046,9805.347000000,19031.793000000,4892.461000000,16777.799000000,21283.068000000,9834.2265314632,8427412.000000000,167476.896822088,513695.220000000
2023-01-02,Geo9,1542516,1502000,1170000,3213326,2381614,,440941,0.025413932597003974,11310.843000000,14478.758000000,8697.094000000,25040.936000000,18557.326000000,16061.272277641065,6935800.500000000,139586.161659129,513695.220000000
2023-06-05,Geo9,1295361,848000,809000,2073456,1324655,,963214,0.04977649490423461,9498.524000000,8180.267000000,6011.714400000,16158.112000000,10321.595000000,8979.50231866666,13050816.000000000,261247.319443200,513695.220000000
2023-09-11,Geo9,1487792,927000,1063000,3535126,1649289,,1055310,0.04986003412208893,10909.567000000,8940.237000000,7898.485400000,27548.672000000,12851.114000000,17138.316405180147,14038585.000000000,280059.452390025,513695.220000000
2021-04-05,Geo9,0,0,120000,656704,694436,,0,0.05994376342000332,0E-9,0E-9,895.337300000,5117.589400000,5410.984000000,1335.9289200676596,13816270.000000000,277675.152865110,513695.220000000
2021-08-30,Geo9,2221135,885000,1494000,3703356,1984623,,1369650,0.025046554838512054,16286.968000000,8536.751000000,11105.115000000,28859.662000000,15464.007000000,24083.28351814649,7390115.500000000,148045.127024984,513695.220000000
2022-10-10,Geo9,1241949,141000,919000,1867498,1840115,,0,0.044039619568865804,9106.868000000,1356.723800000,6832.133000000,14553.114000000,14338.013000000,14198.88638217478,12672953.000000000,252485.080197185,513695.220000000
2022-07-18,Geo9,909184,543000,1056000,1859047,1888743,,0,0.03173987883767022,6666.794400000,5232.055700000,7843.786600000,14487.257000000,14716.918000000,17060.623454334043,7833362.000000000,158653.569102426,513695.220000000
2023-10-09,Geo9,1104488,980000,1896000,2358422,1564733,,774723,0.031092264179466193,8098.904300000,9445.004000000,14086.380000000,18378.807000000,12192.261000000,27530.33888740631,7708800.500000000,154951.923896727,513695.220000000
2024-01-01,Geo9,0,0,213000,2846124,1310260,,0,0.03995059420262795,0E-9,0E-9,1583.775300000,22179.390000000,10209.430000000,2907.014876269992,10182924.000000000,202180.082361984,513695.220000000
2021-12-06,Geo9,765047,392000,643000,345608,1550665,,792750,0.0460421233589221,5609.878000000,3783.460200000,4781.614000000,2693.268000000,12082.645000000,9406.270981159143,12841234.000000000,257269.680123036,513695.220000000
2022-12-05,Geo9,485559,675000,2000,2995750,1160944,,0,0.08537876126416803,3560.469700000,6509.046000000,15.322566000,23345.402000000,9045.973000000,26.606221367243705,18736194.000000000,372198.971760366,513695.220000000
2023-11-06,Geo9,1441526,896000,1318000,2624981,1496663,,979058,0.04887587075121553,10570.311000000,8633.742000000,9792.732000000,20456.059000000,11661.866000000,17791.260425973825,13733064.000000000,272130.715762848,513695.220000000
2023-05-01,Geo9,188048,0,1197000,2666228,1568108,,0,0.03521282307839112,1378.903900000,0E-9,8895.641000000,20777.490000000,12218.559000000,13726.482831183946,9572738.000000000,191279.980949596,513695.220000000
2021-10-18,Geo9,1177356,1096000,814000,2187550,1188884,,1020172,0.02435602799432892,8633.226000000,10566.269000000,6051.418000000,17047.229000000,9263.679000000,9912.591382610548,6612326.000000000,132545.251664028,513695.220000000
2022-01-03,Geo9,1047630,1937000,900000,2745659,2504898,,249096,0.046365084283144786,7681.980500000,18678.324000000,6688.226000000,21396.482000000,19517.943000000,10439.59011796882,13541618.000000000,267011.727897480,513695.220000000
2022-08-22,Geo9,2172072,1110000,486000,2201844,512282,,869620,0.06420194559100242,15927.203000000,10700.658000000,3609.645800000,17158.620000000,3991.656000000,7141.104320573998,16081390.000000000,320508.631744340,513695.220000000
2021-08-09,Geo9,1398483,401000,2477000,4358900,3256297,,1062547,0.01818110365060812,10254.689000000,3870.221700000,18405.447000000,33968.210000000,25372.777000000,27251.176226352294,5605751.000000000,112522.036762857,513695.220000000
2023-10-23,Geo9,933794,293000,1547000,3495722,2235117,,444827,0.025086861514835548,6847.253000000,2827.715300000,11499.162000000,27241.604000000,17415.834000000,24982.522382468556,7422049.000000000,149728.341821099,513695.220000000
2021-02-01,Geo9,756601,288000,605000,3098689,1122017,,517228,0.0330694173359147,5547.945300000,2774.476600000,4497.522500000,24147.590000000,8742.657000000,9087.604286723383,9143526.000000000,182696.472982590,513695.220000000
2023-06-12,Geo9,1841554,750000,291000,1281423,573977,,0,0.04252792797012204,13503.606000000,7233.314500000,2164.955300000,9985.925000000,4472.378000000,3790.2694958096777,9784585.000000000,197486.055904810,513695.220000000
2022-08-08,Geo9,721510,73000,284000,2081746,178993,,0,0.04269676727107656,5290.633000000,703.520700000,2114.001500000,16222.714000000,1394.697600000,4320.250984636541,12025742.000000000,237533.117399810,513695.220000000
2023-04-10,Geo9,275399,662000,544000,1661389,0,,828448,0.06569836213347592,2019.424700000,6382.640000000,4042.051300000,12946.939000000,0E-9,7205.265158281146,14905745.000000000,298556.512507115,513695.220000000
2021-11-22,Geo9,1553101,458000,751000,4027111,2915727,,1772535,0.04222698529028269,11388.460000000,4416.899000000,5579.004400000,31382.635000000,22719.088000000,12100.434055016973,12007677.000000000,241171.394756259,513695.220000000
2022-11-14,Geo9,1944812,555000,1072000,3130990,2951038,,1164594,0.029801113566777435,14260.768000000,5353.988000000,7969.265000000,24399.307000000,22994.229000000,15613.042744345237,8738403.000000000,174105.662837391,513695.220000000
2022-09-19,Geo9,589132,1724000,126000,2459167,307662,,1221407,0.05986297728817956,4319.942000000,16622.707000000,939.677550000,19163.896000000,2397.275000000,1979.458596749151,15056537.000000000,303051.562651238,513695.220000000
2023-07-24,Geo9,250787,611000,577000,1614082,745823,,1231114,0.05895273965006559,1838.951700000,5889.414000000,4290.980000000,12578.284000000,5811.387000000,9080.0974639006,14891319.000000000,298664.537889915,513695.220000000
2023-07-03,Geo9,649945,497000,88000,1006138,1129205,,0,0.041531027845271185,4765.866700000,4789.889000000,654.508360000,7840.673000000,8798.666000000,1215.8257355445771,9795582.000000000,196311.054856050,513695.220000000
2022-10-17,Geo9,252627,203000,1052000,2178436,1744723,,37530,0.028672728384190563,1852.443800000,1959.214000000,7817.823000000,16976.203000000,13594.727000000,12318.630278054537,8265268.000000000,165182.405873232,513695.220000000
2023-12-04,Geo9,943697,905000,1227000,3357211,1242918,,0,0.04278405468328,6919.869000000,8726.086000000,9120.026000000,26162.210000000,9684.707000000,14067.825955835624,11147428.000000000,222715.935472496,513695.220000000
2023-01-16,Geo9,86933,964000,284000,1464700,1264129,,451764,0.020370295981283208,637.455600000,9297.830000000,2109.059800000,11414.173000000,9849.981000000,3954.323364873451,5989683.000000000,119611.148369307,513695.220000000
2023-10-02,Geo9,595359,1306000,2035000,3140318,3160048,,1709186,0.015061642880395024,4365.602500000,12592.740000000,15121.812000000,24471.998000000,24622.814000000,27510.340019559582,4537316.500000000,90124.626893170,513695.220000000
2021-06-14,Geo9,1468065,1203000,621000,2968432,2533346,,1382364,0.015192818357078709,10764.914000000,11602.383000000,4611.379000000,23132.518000000,19739.607000000,7016.329231306774,4270343.500000000,85885.468747763,513695.220000000
2023-09-04,Geo9,1822647,2363000,2188000,3368288,1413121,,2088291,0.043428740416030724,13364.966000000,22781.729000000,16261.694000000,26248.531000000,11010.914000000,29017.578169088276,10981352.000000000,220860.388587176,513695.220000000
2022-11-28,Geo9,2195224,876000,324000,2851846,836257,,218547,0.04480021486213678,16096.970000000,8441.274000000,2406.668200000,22223.980000000,6516.040500000,4898.014198786811,11041594.000000000,222007.290806082,513695.220000000
2023-08-07,Geo9,2299955,1127000,1986000,3750659,1741446,,2031092,0.05149052104841455,16864.934000000,10869.216000000,14755.334000000,29228.287000000,13569.193000000,30533.81737725211,13603948.000000000,272342.005938528,513695.220000000
2022-09-26,Geo9,1895011,1584000,1140000,3710415,1244464,,450364,0.04862898697535582,13895.591000000,15275.423000000,8469.522000000,28914.672000000,9696.753000000,13422.26988897603,14702332.000000000,291642.544076024,513695.220000000
2021-12-27,Geo9,1446168,0,518000,2175733,1345682,,701802,0.0804978874982337,10604.350000000,0E-9,3847.316400000,16955.140000000,10485.435000000,7934.018549550073,16459787.000000000,328863.729636423,513695.220000000
2021-11-01,Geo9,2402024,164000,452000,2773502,1115868,,958102,0.015084178517244761,17613.377000000,1579.494000000,3360.524000000,21613.457000000,8694.745000000,5275.9020125198795,3739107.800000000,74885.594678179,513695.220000000
2021-02-22,Geo9,713135,975000,643000,2092420,1254773,,85213,0.011534831055501966,5229.221700000,9403.652000000,4778.537600000,16305.895000000,9777.080000000,9109.059811354331,2930177.800000000,58414.023309363,513695.220000000
2023-06-26,Geo9,1673500,373000,1349000,2490856,1308779,,488747,0.03400318863981072,12271.312000000,3597.837600000,10024.287000000,19410.844000000,10197.890000000,18317.67458324643,9672774.000000000,193999.012516608,513695.220000000
2022-10-31,Geo9,940576,771000,775000,1991941,944144,,0,0.026905545014319354,6896.983400000,7437.747600000,5757.056600000,15522.878000000,7356.686500000,9568.162505371514,6876514.000000000,136417.419356810,513695.220000000
2023-01-30,Geo9,1102032,0,83000,2317692,1055802,,0,0.036795640284241905,8080.895500000,0E-9,616.142500000,18061.404000000,8226.716000000,1021.0205249479135,10522108.000000000,211499.631854000,513695.220000000
2021-08-02,Geo9,1171296,855000,1142000,1297502,1285197,,1272806,0.04481928664867934,8588.789000000,8241.604500000,8484.109000000,10111.226000000,10014.141000000,18473.514738702124,10958912.000000000,219641.144442880,513695.220000000
2022-10-03,Geo9,619820,1093000,911000,2891557,1238574,,1498631,0.043493981903766694,4544.968300000,10541.009000000,6767.305700000,22533.441000000,9650.859000000,13707.416329486688,11364869.000000000,227302.266893670,513695.220000000
2023-11-27,Geo9,1107571,0,400000,2752699,982275,,2363542,0.038496707838833674,8121.511700000,0E-9,2972.919700000,21451.344000000,7653.800000000,4924.069110240851,9498833.000000000,190849.393778374,513695.220000000
2021-04-05,Geo0,221340,144000,0,397356,33530,,46898,0.05250602241387202,1623.025000000,1386.871800000,0E-9,3096.532000000,261.262800000,0.0,2229578.500000000,44472.073510714,136670.940000000
2021-04-12,Geo0,391678,51000,0,722273,171367,,228913,0.0884500470860181,2872.066200000,489.292500000,0E-9,5628.558600000,1335.276500000,0.0,3524765.000000000,70028.723332185,136670.940000000
2023-06-19,Geo0,223586,0,0,649378,0,,0,0.056867659817634544,1639.494300000,0E-9,0E-9,5060.499000000,0E-9,0.0,2668832.800000000,53638.505861339,136670.940000000
2024-01-01,Geo0,46686,0,0,590599,98815,,208967,0.05194850804403064,342.335500000,0E-9,0E-9,4602.444000000,769.957760000,0.0,2052164.900000000,40950.472425078,136670.940000000
2022-09-05,Geo0,314555,0,0,758119,28933,,0,0.021230739290746342,2306.544700000,0E-9,0E-9,5907.900400000,225.443370000,0.0,1099342.500000000,22083.404152433,136670.940000000
2021-04-19,Geo0,244001,0,0,329811,207582,,140779,0.08962154419185421,1789.191800000,0E-9,0E-9,2570.164600000,1617.460600000,0.0,3347289.800000000,66711.033829877,136670.940000000
2022-10-24,Geo0,110803,97000,0,305280,248078,,126316,0.03724520321352852,812.487730000,934.081050000,0E-9,2378.998300000,1933.001800000,0.0,1745032.800000000,34419.663884172,136670.940000000
2021-02-22,Geo0,399116,165000,0,381982,153973,,0,0.07922036279737543,2926.607200000,1590.716400000,0E-9,2976.724900000,1199.744000000,0.0,3551929.200000000,71039.827175220,136670.940000000
2023-01-23,Geo0,23859,0,0,142901,44410,,0,0.08402057161604501,174.951430000,0E-9,0E-9,1113.604700000,346.038800000,0.0,3255511.000000000,64716.205503670,136670.940000000
2021-07-12,Geo0,202855,209000,0,343028,111658,,0,0.03594152784878289,1487.479500000,2010.283400000,0E-9,2673.162600000,870.029240000,0.0,1636969.800000000,32602.003487716,136670.940000000
2021-05-24,Geo0,388037,147000,0,92359,121726,,0,0.06938907129655499,2845.368000000,1417.270600000,0E-9,719.738950000,948.478300000,0.0,3068357.000000000,61280.050823269,136670.940000000
2022-03-28,Geo0,248430,0,0,183041,0,,126196,0.06692157025197112,1821.668300000,0E-9,0E-9,1426.409400000,0E-9,0.0,2752760.000000000,54632.802741800,136670.940000000
2021-07-05,Geo0,0,28000,0,416725,356255,,172538,0.03281649204897418,0E-9,274.514770000,0E-9,3247.471400000,2775.907500000,0.0,1630339.400000000,32735.429930357,136670.940000000
2021-09-20,Geo0,189431,156000,0,282879,300287,,202,0.07391632445051599,1389.045200000,1502.094200000,0E-9,2204.431000000,2339.809800000,0.0,3196749.000000000,64137.877659030,136670.940000000
2023-12-11,Geo0,367129,0,0,463676,3660,,0,0.06630430084661165,2692.055200000,0E-9,0E-9,3613.353000000,28.518396000,0.0,2669106.800000000,52900.087304600,136670.940000000
2021-04-26,Geo0,205575,38000,0,397778,0,,0,0.0644178832574484,1507.424600000,368.333620000,0E-9,3099.820600000,0E-9,0.0,2779414.200000000,55515.471686203,136670.940000000
2022-01-03,Geo0,374597,0,0,236533,58164,,0,0.07128389492578838,2746.816000000,0E-9,0E-9,1843.263900000,453.208740000,0.0,2982074.000000000,59655.257181880,136670.940000000
2022-08-15,Geo0,39006,7000,0,301537,107881,,53881,0.0581701486722586,286.020200000,65.666430000,0E-9,2349.829800000,840.599200000,0.0,2337043.000000000,46682.511047419,136670.940000000
2022-12-05,Geo0,222585,355000,0,558784,105485,,0,0.06202279559864823,1632.154200000,3420.101600000,0E-9,4354.514600000,821.929800000,0.0,2823385.000000000,56074.103190690,136670.940000000
2022-11-07,Geo0,259605,64000,0,627892,591187,,44142,0.03980760563489585,1903.611600000,617.135250000,0E-9,4893.062000000,4606.477000000,0.0,2060949.000000000,41059.299732429,136670.940000000
2023-01-30,Geo0,0,0,0,156669,6038,,0,0.06615597125672894,0E-9,0E-9,0E-9,1220.896500000,47.047560000,0.0,2934165.200000000,58556.688903290,136670.940000000
